(-4250, -433, -2039)
(-3084, 473, -2133)
(-4209, -453, -1965)
(-2963, -439, -506)
(-3118, -376, -486)
(-3122, 523, -2156)
(-4206, 684, -655)
(-4173, 739, -474)
(-3188, 704, -850)
(-2840, -327, -1697)
(-3944, -899, -479)
(-3975, -862, -495)
(-2913, -489, -1710)
(-4122, 842, -1644)
(-3124, 765, -887)
(-3136, 688, -710)
(-3036, -449, -584)
(-4178, 725, -1633)
(-4237, -371, -2062)
(-2795, -418, -1671)
(-4084, 1696, 554)
(-4089, 3076, -555)
(-5601, 1934, -673)
(-4266, 1815, -683)
(-4071, 2936, 581)
(-5504, 1925, -695)
(-4203, 1698, -758)
(-3952, 1663, 487)
(-5587, 2982, 679)
(-4740, 2387, -1)
(-5508, 1768, -637)
(-4039, 2981, -515)
(-5254, 2004, 307)
(-5599, 3037, 671)
(-5537, 2942, -822)
(-5471, 2780, -792)
(-5558, 2844, 607)
(-5218, 1972, 507)
(-5104, 2024, 435)
(-3961, 2960, 699)
(-4107, 2964, -638)
(-4373, 1730, -690)
(-3905, 1751, 548)
(-4090, 3087, 686)
(-5509, 2964, -720)
(-5508, 1768, -637)
(-5218, 1972, 507)
(-5504, 1925, -695)
(-6588, 676, 277)
(-5290, 591, -906)
(-5493, 500, 241)
(-5104, 2024, 435)
(-6665, 1950, 340)
(-6503, 764, -794)
(-6754, 2019, -732)
(-5893, 1224, -174)
(-6552, 708, -640)
(-6505, 1944, 361)
(-6670, 1912, -653)
(-6479, 743, -560)
(-6687, 1920, -769)
(-5394, 635, -973)
(-5440, 587, 306)
(-5254, 2004, 307)
(-6514, 677, 249)
(-5601, 1934, -673)
(-6533, 534, 267)
(-5530, 538, 412)
(-6007, 1175, -33)
(-6593, 1843, 419)
(-5297, 569, -863)
(-1868, 499, 2878)
(-2805, 1807, 2870)
(-1856, 1871, 1816)
(-1666, 1881, 1784)
(-2848, 507, 1767)
(-2376, 1297, 2246)
(-2686, 574, 2784)
(-1913, 478, 1708)
(-1794, 1903, 1905)
(-2830, 431, 1629)
(-2323, 1103, 2367)
(-1851, 420, 1649)
(-1947, 1704, 2964)
(-1945, 477, 2782)
(-1944, 1626, 2770)
(-2653, 711, 2686)
(-2950, 1806, 2738)
(-2906, 1700, 2881)
(-2838, 2008, 1483)
(-1844, 327, 1681)
(-2805, 2092, 1632)
(-2919, 2037, 1579)
(-2699, 566, 2619)
(-1987, 1570, 2892)
(-1957, 477, 2946)
(-2936, 448, 1745)
(-1466, -624, 2792)
(-3030, -315, 4275)
(-2686, 574, 2784)
(-3211, -773, 2850)
(-2302, -57, 3554)
(-1797, -748, 4288)
(-2991, -454, 4315)
(-1945, 477, 2782)
(-1648, 631, 3883)
(-2809, 580, 4175)
(-1860, -816, 4139)
(-3077, -721, 2822)
(-1868, 499, 2878)
(-1748, -827, 4203)
(-1551, 499, 3869)
(-2854, 501, 4179)
(-3056, -377, 4316)
(-1501, 630, 3983)
(-1493, -625, 2732)
(-2653, 711, 2686)
(-1630, -648, 2802)
(-1957, 477, 2946)
(-3203, -695, 2946)
(-2699, 566, 2619)
(-2826, 516, 4203)
